timesheet_id,employee_id,project_id,task_id,work_date,hours_logged,billable
17347,176,10,56,2025-06-12,7.07,True
17348,176,23,142,2024-11-18,6.29,False
17349,176,23,141,2025-07-11,3.63,True
17350,176,27,162,2023-09-06,0.84,True
17351,176,17,99,2023-09-15,2.94,True
17352,176,11,63,2023-10-09,4.03,True
17353,176,5,34,2024-07-17,2.58,False
17354,176,24,144,2023-07-04,4.15,True
17355,176,29,174,2024-01-25,1.68,True
17356,176,10,55,2025-05-12,1.07,True
17357,176,14,83,2025-02-27,3.53,True
17358,176,30,178,2025-01-10,4.66,True
17359,176,6,40,2024-01-26,5.21,True
17360,176,1,4,2026-06-01,7.93,False
17361,176,30,179,2024-09-13,6.2,True
17362,176,8,49,2024-10-01,6.6,True
17363,176,23,140,2025-10-01,1.65,True
17364,176,28,167,2023-09-07,6.8,False
17365,176,29,173,2025-11-24,4.29,True
17366,176,19,111,2024-12-03,3.17,True
17367,176,28,170,2024-04-18,6.31,True
17368,176,24,148,2025-07-03,7.59,True
17369,176,17,,2024-03-07,5.2,False
17370,176,11,62,2024-06-18,5.42,True
17371,176,26,156,2024-04-30,2.73,True
17372,176,11,69,2025-10-31,0.58,False
17373,176,6,39,2023-08-25,7.44,False
17374,176,17,98,2024-02-27,2.94,False
17375,176,10,60,2025-04-23,7.71,True
17376,176,23,143,2025-08-04,6.56,True
17377,176,23,139,2023-07-17,1.18,True
17378,176,25,155,2024-10-23,3.22,True
17379,176,13,77,2025-05-08,7.3,True
17380,176,30,175,2024-04-10,3.59,True
17381,176,15,87,2023-07-24,4.02,True
17382,176,2,9,2023-12-11,5.0,True
17383,176,17,98,2025-04-30,5.7,True
17384,176,3,20,2025-05-22,1.37,True
17385,176,2,13,2024-10-22,0.6,False
17386,176,2,11,2023-09-07,1.26,True
17387,176,30,176,2025-02-27,2.71,True
17388,176,6,39,2023-12-14,3.19,True
17389,176,13,74,2024-09-18,3.62,True
17390,176,23,141,2025-09-29,6.81,True
17391,176,30,175,2025-07-09,5.08,True
17392,176,25,152,2024-01-26,4.53,True
17393,176,6,37,2026-02-20,5.88,True
17394,176,20,122,2023-11-20,2.61,True
17395,176,28,170,2026-06-26,3.97,True
17396,176,18,103,2024-07-16,7.94,True
17397,176,18,107,2026-05-25,5.67,True
17398,176,17,102,2026-06-29,5.36,True
17399,176,4,28,2026-04-02,6.52,True
17400,176,9,50,2023-07-12,3.15,True
17401,176,25,155,2024-02-22,1.31,True
17402,176,19,112,2026-06-22,4.23,True
17403,176,24,,2024-03-14,3.7,True
17404,176,8,47,2024-04-10,5.33,True
17405,176,26,159,2024-05-23,7.81,True
17406,176,22,134,2025-02-11,5.56,True
17407,176,27,161,2024-11-27,6.55,True
17408,176,25,152,2025-11-03,5.16,True
17409,176,7,,2024-10-04,4.15,True
17410,176,27,162,2023-12-29,2.53,True
17411,176,22,134,2025-04-17,5.89,True
17412,176,20,,2023-12-28,5.41,False
17413,176,24,150,2023-09-13,5.83,True
17414,176,24,147,2025-04-10,6.26,True
17415,176,11,69,2024-06-19,4.82,True
17416,176,17,102,2023-12-11,7.39,True
17417,176,30,177,2024-05-17,3.21,True
17418,176,21,131,2023-10-11,4.69,True
17419,176,20,124,2025-04-08,4.02,True
17420,176,22,137,2023-11-21,6.2,True
17421,176,23,138,2026-01-22,7.35,False
17422,176,1,1,2024-03-01,1.59,True
17423,176,27,,2024-04-30,4.51,False
17424,176,16,91,2024-11-13,2.06,True
17425,176,6,41,2026-04-13,6.56,True
17426,176,22,135,2024-12-16,5.18,False
17427,176,7,42,2025-10-21,7.3,False
17428,176,9,,2023-08-23,3.34,True
17429,176,13,75,2025-01-15,3.62,True
17430,176,2,10,2023-07-14,6.58,False
17431,176,1,2,2025-05-13,6.37,True
17432,176,17,102,2025-05-23,0.69,True
17433,176,6,39,2025-02-20,5.81,True
17434,176,16,93,2025-07-17,4.57,True
17435,176,6,40,2025-10-20,4.37,True
17436,176,29,172,2025-08-04,4.11,True
17437,176,8,46,2025-01-09,5.12,True
17438,177,14,82,2026-03-19,6.37,True
17439,177,18,106,2026-03-13,2.52,True
17440,177,10,,2026-06-11,0.77,True
17441,177,12,70,2026-04-22,4.39,True
17442,177,16,95,2026-06-19,7.8,True
17443,177,13,79,2026-03-12,6.75,True
17444,177,24,149,2026-02-11,5.72,True
17445,177,14,,2026-01-22,3.72,True
17446,177,19,118,2026-03-18,1.69,True
17447,177,6,,2026-05-14,3.37,True
17448,177,6,37,2026-01-26,4.83,False
17449,177,19,114,2026-03-27,5.28,True
17450,177,18,103,2026-05-29,2.37,False
17451,177,26,156,2026-02-17,2.63,True
17452,177,9,51,2026-06-17,4.52,True
17453,177,29,,2026-01-27,4.41,True
17454,177,7,42,2026-02-02,6.71,True
17455,177,13,77,2026-03-12,6.76,True
17456,177,17,102,2026-02-25,6.84,True
17457,177,4,21,2026-04-10,0.97,False
17458,177,7,44,2026-02-11,2.16,True
17459,177,23,138,2026-06-08,6.67,False
17460,177,7,44,2026-02-26,7.03,True
17461,177,20,124,2026-05-12,7.59,True
17462,177,14,84,2026-03-16,7.46,True
17463,177,25,153,2026-06-17,1.66,True
17464,177,18,105,2026-02-20,5.61,True
17465,177,15,87,2026-01-27,5.74,True
17466,177,9,54,2026-04-01,6.52,True
17467,177,1,2,2026-04-06,4.11,True
17468,177,5,35,2026-06-08,3.69,True
17469,177,25,151,2026-03-25,6.01,False
17470,177,24,144,2026-06-30,1.05,True
17471,177,25,153,2026-05-29,1.29,False
17472,177,26,159,2026-02-04,7.77,True
17473,177,17,102,2026-06-17,5.93,True
17474,177,1,4,2026-03-27,7.42,False
17475,177,4,21,2026-03-02,6.62,False
17476,177,11,63,2026-02-27,4.71,True
17477,177,28,,2026-06-09,5.3,True
17478,177,27,161,2026-02-17,4.98,False
17479,177,15,,2026-03-19,4.16,True
17480,177,5,,2026-02-11,6.99,True
17481,177,20,,2026-05-11,6.95,True
17482,177,21,,2026-03-31,6.39,True
17483,177,9,50,2026-04-23,3.64,True
17484,177,18,105,2026-05-18,4.05,True
17485,177,6,38,2026-01-27,1.92,True
17486,177,27,162,2026-06-11,4.38,True
17487,177,20,124,2026-03-27,5.66,True
17488,177,26,157,2026-06-12,7.72,True
17489,177,25,155,2026-02-25,0.93,False
17490,177,29,174,2026-02-25,7.49,True
17491,177,10,59,2026-02-16,3.7,True
17492,177,25,153,2026-05-04,0.58,True
17493,177,10,59,2026-06-30,6.36,True
17494,177,10,59,2026-06-11,1.14,False
17495,177,1,3,2026-01-30,6.4,False
17496,177,28,166,2026-02-09,3.85,False
17497,177,3,17,2026-03-20,6.31,True
17498,177,10,56,2026-02-24,3.11,False
17499,177,14,86,2026-01-29,6.41,True
17500,177,9,51,2026-05-07,2.34,False
17501,177,1,1,2026-06-01,3.46,True
17502,177,11,68,2026-06-25,3.43,True
17503,177,23,,2026-05-14,6.34,True
17504,177,11,67,2026-05-22,3.69,True
17505,177,30,175,2026-02-10,5.28,True
17506,177,26,,2026-03-02,7.89,True
17507,177,12,70,2026-03-23,7.03,False
17508,177,4,,2026-04-21,0.5,True
17509,177,26,158,2026-06-30,1.33,False
17510,177,16,,2026-03-26,7.0,True
17511,177,25,153,2026-04-09,1.94,True
17512,177,4,22,2026-01-22,2.24,True
17513,177,20,,2026-03-02,6.31,True
17514,177,28,170,2026-06-15,4.41,True
17515,177,8,46,2026-01-28,7.81,True
17516,177,20,125,2026-03-27,5.72,True
17517,177,11,63,2026-04-27,0.85,True
17518,177,21,132,2026-02-24,0.55,False
17519,177,3,20,2026-04-30,7.0,True
17520,177,28,167,2026-03-30,2.38,True
17521,177,13,78,2026-03-16,5.8,True
17522,177,8,45,2026-04-02,3.6,True
17523,177,17,102,2026-01-26,5.64,True
17524,177,28,171,2026-03-11,3.49,True
17525,177,3,17,2026-06-02,4.35,True
17526,177,7,44,2026-04-14,5.41,True
17527,177,16,94,2026-05-06,2.16,False
17528,177,10,58,2026-06-11,6.21,True
17529,177,5,36,2026-03-27,7.66,True
17530,177,12,71,2026-02-17,6.87,True
17531,177,16,96,2026-04-15,6.56,True
17532,177,20,121,2026-06-02,7.93,False
17533,177,14,,2026-03-13,2.76,True
17534,177,22,,2026-02-09,7.26,True
17535,177,8,45,2026-03-06,7.71,True
17536,177,29,173,2026-01-27,3.08,True
17537,177,7,44,2026-04-07,7.41,True
17538,177,26,156,2026-02-23,6.02,True
17539,177,23,143,2026-04-22,1.26,True
17540,177,12,72,2026-03-17,6.24,True
17541,177,5,,2026-04-06,5.62,True
17542,177,5,29,2026-05-12,2.82,True
17543,177,1,3,2026-04-08,4.3,True
17544,178,11,69,2026-06-22,1.56,True
17545,178,17,102,2026-03-10,2.73,False
17546,178,20,119,2026-05-29,4.06,True
17547,178,14,81,2026-03-04,4.89,True
17548,178,1,6,2026-05-11,6.83,True
17549,178,6,41,2026-03-11,6.48,True
17550,178,1,2,2026-02-19,1.57,False
17551,178,27,161,2026-02-23,6.92,True
17552,178,2,12,2026-05-01,2.13,True
17553,178,16,,2026-02-02,1.24,False
17554,178,2,15,2026-01-28,3.51,False
17555,178,20,,2026-06-05,5.14,True
17556,178,10,,2026-05-22,6.97,True
17557,178,29,,2026-02-09,1.45,True
17558,178,21,,2026-06-05,2.66,True
17559,178,27,163,2026-03-16,1.52,True
17560,178,10,60,2026-04-10,7.05,True
17561,178,29,174,2026-01-20,4.71,True
17562,178,3,18,2026-03-23,5.71,True
17563,178,3,,2026-05-04,0.76,True
17564,178,5,35,2026-06-16,4.48,False
17565,178,4,25,2026-05-05,4.62,True
17566,178,7,42,2026-04-14,6.68,True
17567,178,4,22,2026-03-11,1.8,False
17568,178,14,86,2026-05-22,1.83,False
17569,178,5,36,2026-04-02,1.19,True
17570,178,3,20,2026-02-19,7.92,True
17571,178,14,85,2026-06-26,3.69,True
17572,178,6,,2026-03-11,3.01,False
17573,178,23,141,2026-06-08,5.88,True
17574,178,5,36,2026-05-21,0.83,True
17575,178,19,112,2026-03-19,7.83,True
17576,178,24,147,2026-02-11,4.1,True
17577,178,13,80,2026-05-28,5.82,True
17578,178,20,121,2026-04-22,2.23,False
17579,178,22,134,2026-06-18,2.16,True
17580,178,21,126,2026-01-22,2.62,True
17581,178,9,,2026-06-23,7.62,True
17582,178,30,,2026-06-09,3.63,True
17583,178,6,40,2026-05-19,1.91,True
17584,178,4,28,2026-05-01,6.55,False
17585,178,19,116,2026-06-08,6.54,True
17586,178,5,29,2026-02-05,6.98,True
17587,178,25,152,2026-01-15,3.79,True
17588,178,19,118,2026-04-01,1.62,True
17589,178,21,,2026-02-19,6.32,True
17590,178,1,2,2026-03-10,2.89,True
17591,178,17,98,2026-05-27,5.65,True
17592,178,9,51,2026-03-26,7.23,True
17593,178,11,63,2026-03-02,6.99,True
17594,178,3,,2026-04-27,5.46,True
17595,178,2,9,2026-04-17,2.43,True
17596,178,10,57,2026-04-03,4.68,True
17597,178,23,141,2026-03-24,7.54,True
17598,178,15,89,2026-05-22,3.1,True
17599,178,30,175,2026-05-20,3.0,False
17600,178,30,178,2026-01-28,2.0,True
17601,178,10,59,2026-05-14,3.32,False
17602,178,18,103,2026-06-08,1.85,True
17603,178,28,167,2026-03-05,2.7,True
17604,178,24,145,2026-06-08,2.17,True
17605,178,29,172,2026-03-04,3.16,True
17606,178,23,142,2026-05-25,2.62,True
17607,178,20,123,2026-02-20,5.59,True
17608,178,19,118,2026-05-11,2.15,True
17609,178,8,47,2026-02-11,5.4,True
17610,178,19,118,2026-03-11,6.07,True
17611,178,18,,2026-06-02,0.53,True
17612,178,20,125,2026-06-08,4.18,True
17613,178,12,70,2026-06-05,5.85,True
17614,178,13,74,2026-01-19,7.37,True
17615,178,10,61,2026-03-27,2.43,False
17616,178,19,117,2026-06-01,2.36,True
17617,178,4,22,2026-03-24,3.66,True
17618,178,10,61,2026-05-08,4.92,False
17619,178,3,20,2026-01-28,1.63,False
17620,178,11,65,2026-05-01,3.75,True
17621,178,26,158,2026-04-22,4.05,True
17622,178,24,145,2026-05-08,2.19,True
17623,178,6,39,2026-02-13,6.76,True
17624,178,21,130,2026-06-26,2.16,True
17625,178,26,159,2026-03-25,7.2,True
17626,178,22,134,2026-06-04,5.33,True
17627,178,21,,2026-04-06,6.61,True
17628,178,30,178,2026-04-08,7.55,True
17629,178,22,137,2026-03-18,6.94,False
17630,178,9,52,2026-02-24,4.15,False
17631,178,29,174,2026-06-08,3.49,True
17632,178,6,40,2026-04-14,7.39,False
17633,178,4,21,2026-06-12,5.69,True
17634,178,10,56,2026-03-03,2.99,True
17635,178,5,32,2026-05-29,3.79,True
17636,178,14,81,2026-03-05,6.56,True
17637,178,28,167,2026-02-03,6.69,True
17638,178,2,12,2026-02-12,0.78,False
17639,178,29,174,2026-03-26,4.49,True
17640,178,1,7,2026-04-29,4.59,False
17641,178,20,121,2026-04-20,7.36,True
17642,178,11,68,2026-06-17,7.75,True
17643,178,30,178,2026-02-19,6.11,False
17644,178,26,159,2026-02-12,1.74,True
17645,178,12,70,2026-06-22,4.44,True
17646,178,10,,2026-02-02,1.99,True
17647,178,13,,2026-02-09,6.87,True
17648,178,25,,2026-02-27,7.7,True
17649,178,11,,2026-01-23,1.94,True
17650,178,17,97,2026-06-12,1.23,True
17651,178,22,134,2026-04-20,0.62,True
17652,178,29,174,2026-06-16,7.62,False
17653,178,1,6,2026-02-23,2.79,True
17654,178,20,123,2026-02-20,5.99,False
17655,178,30,179,2026-03-31,5.22,True
17656,179,15,90,2024-12-30,7.28,False
17657,179,9,51,2026-01-29,2.19,True
17658,179,18,109,2023-12-25,4.81,True
17659,179,16,93,2026-03-10,1.93,True
17660,179,8,48,2024-03-14,0.57,True
17661,179,1,3,2024-04-02,5.54,False
17662,179,21,127,2023-11-06,2.19,True
17663,179,7,43,2023-09-07,6.64,True
17664,179,1,5,2024-07-10,4.38,False
17665,179,13,75,2023-08-15,6.12,False
17666,179,18,108,2025-06-18,6.55,True
17667,179,16,94,2026-03-04,7.16,True
17668,179,15,88,2024-04-09,4.85,True
17669,179,24,147,2025-05-08,3.1,False
17670,179,5,34,2026-03-10,1.65,False
17671,179,8,48,2023-08-21,4.5,True
17672,179,19,,2025-09-05,7.0,True
17673,179,22,135,2025-11-19,4.62,True
17674,179,26,156,2025-02-12,6.51,True
17675,179,11,65,2025-01-31,0.92,False
17676,179,22,135,2025-04-25,0.57,True
17677,179,27,162,2023-07-18,5.21,True
17678,179,22,134,2024-04-29,6.35,True
17679,179,23,140,2025-11-24,4.58,True
17680,179,23,139,2025-09-16,6.1,True
17681,179,26,156,2025-07-30,0.7,True
17682,179,22,136,2024-10-01,1.31,True
17683,179,30,177,2025-12-01,1.39,True
17684,179,14,81,2026-03-13,6.87,True
17685,179,27,162,2026-01-27,6.68,True
17686,179,17,99,2025-12-23,6.63,True
17687,179,2,11,2024-11-20,6.47,True
17688,179,30,179,2026-01-06,2.03,True
17689,179,10,,2023-11-02,1.98,True
17690,179,21,133,2026-01-28,4.57,True
17691,179,14,86,2025-09-25,7.06,True
17692,179,29,172,2025-01-16,6.75,True
17693,179,1,3,2025-05-26,3.22,True
17694,179,17,99,2025-02-04,5.06,False
17695,179,30,178,2026-02-20,5.71,True
17696,179,13,78,2025-06-04,7.21,True
17697,179,24,145,2026-06-15,3.43,True
17698,179,29,,2025-03-05,2.33,False
17699,179,7,43,2025-09-08,2.51,True
17700,179,28,171,2024-01-12,3.38,True
17701,179,23,142,2024-01-04,1.26,True
17702,179,10,,2024-08-09,6.97,False
17703,179,25,,2025-10-28,5.35,True
17704,179,6,41,2026-04-29,5.38,False
17705,179,15,89,2024-10-11,1.03,True
17706,179,17,,2023-11-02,2.99,True
17707,179,9,51,2026-06-22,2.82,True
17708,179,28,169,2024-03-19,2.76,False
17709,179,3,16,2024-08-26,3.09,True
17710,179,9,,2025-08-29,2.77,True
17711,179,20,119,2023-10-31,5.41,True
17712,179,11,67,2024-06-28,4.9,True
17713,179,13,74,2025-08-07,6.16,True
17714,179,26,158,2025-12-03,6.12,True
17715,179,19,,2026-01-15,3.65,True
17716,179,2,10,2025-09-22,7.83,True
17717,179,16,95,2024-11-01,2.13,True
17718,179,11,63,2024-05-02,7.19,True
17719,179,9,51,2025-11-28,2.36,True
17720,179,18,106,2023-07-21,6.06,True
17721,179,21,133,2024-08-12,5.45,False
17722,179,27,163,2024-09-10,1.43,True
17723,179,24,,2024-07-09,2.27,True
17724,179,22,134,2024-01-08,1.84,False
17725,179,26,156,2024-07-09,2.82,False
17726,179,20,124,2026-05-11,4.53,True
17727,179,27,161,2024-10-14,7.13,True
17728,179,2,9,2025-08-27,1.32,False
17729,179,14,86,2023-12-20,1.18,True
17730,179,14,83,2024-08-26,0.8,True
17731,179,27,161,2025-09-29,2.95,False
17732,179,29,173,2025-09-05,7.06,False
17733,179,8,47,2023-10-25,6.78,False
17734,179,4,,2023-11-16,6.31,True
17735,179,14,84,2026-02-13,6.24,True
17736,179,9,51,2024-05-28,3.31,True
17737,179,13,76,2024-01-15,6.61,True
17738,179,16,95,2024-03-28,1.2,True
17739,179,7,42,2024-02-07,4.96,True
17740,179,23,139,2024-07-31,1.63,True
17741,179,4,24,2024-12-12,2.43,False
17742,179,18,110,2025-08-29,1.17,True
17743,179,29,174,2024-05-02,5.77,True
17744,179,11,64,2026-05-19,5.84,True
17745,179,10,59,2024-11-22,4.14,True
17746,179,15,90,2026-01-15,5.22,True
17747,179,4,23,2026-06-26,5.17,True
17748,179,16,96,2023-09-29,2.45,True
17749,179,4,23,2025-03-26,5.64,False
17750,179,6,,2025-06-09,2.07,False
17751,179,22,135,2023-12-05,5.17,True
17752,179,5,36,2025-06-06,7.6,True
17753,179,10,56,2023-11-07,3.27,False
17754,179,9,51,2025-03-20,7.09,True
17755,179,21,132,2024-08-21,0.61,True
17756,179,13,73,2024-07-29,4.04,True
17757,179,6,39,2025-10-24,3.5,True
17758,179,25,155,2023-10-03,3.23,True
17759,179,9,53,2024-04-19,4.31,True
17760,179,17,,2024-11-25,4.82,True
17761,179,5,34,2025-03-27,6.02,True
17762,180,21,127,2024-03-20,6.37,True
17763,180,12,72,2024-01-03,7.87,False
17764,180,7,,2025-01-16,6.26,True
17765,180,24,145,2025-07-11,0.57,True
17766,180,19,117,2024-06-27,4.72,True
17767,180,7,43,2026-01-15,3.68,True
17768,180,1,5,2024-09-27,6.96,True
17769,180,7,42,2023-12-12,1.62,True
17770,180,12,72,2024-04-10,0.81,True
17771,180,3,18,2024-09-06,5.05,True
17772,180,12,,2024-01-08,7.02,True
17773,180,23,141,2026-01-23,7.83,True
17774,180,23,140,2025-06-11,6.06,True
17775,180,20,125,2025-08-05,5.03,False
17776,180,8,,2023-07-17,6.79,True
17777,180,20,122,2024-11-14,6.13,True
17778,180,4,,2024-10-07,6.18,True
17779,180,13,79,2026-03-25,2.98,True
17780,180,25,154,2024-01-22,7.54,True
17781,180,9,53,2024-08-20,1.82,True
17782,180,27,164,2023-07-31,4.54,True
17783,180,7,44,2025-12-26,7.6,True
17784,180,19,114,2024-10-25,4.67,False
17785,180,26,156,2026-06-17,7.72,True
17786,180,11,69,2023-10-20,2.11,True
17787,180,8,47,2024-04-01,0.56,True
17788,180,11,64,2023-07-14,6.96,True
17789,180,24,,2025-12-12,6.87,True
17790,180,8,48,2026-04-20,3.84,True
17791,180,27,161,2024-11-04,7.75,True
17792,180,21,133,2025-02-14,3.52,True
17793,180,20,119,2026-03-06,7.04,True
17794,180,1,2,2023-10-16,6.04,True
17795,180,1,4,2023-12-27,5.84,False
17796,180,22,137,2025-03-25,4.4,True
17797,180,28,169,2025-07-16,5.13,True
17798,180,8,46,2025-04-03,0.98,False
17799,180,25,153,2025-05-02,0.55,True
17800,180,17,101,2024-05-16,2.75,True
17801,180,13,73,2023-11-20,2.7,True
17802,180,3,16,2023-12-12,7.44,True
17803,180,4,24,2023-10-17,4.53,False
17804,180,5,36,2024-03-26,1.59,True
17805,180,8,46,2025-04-21,3.81,False
17806,180,6,39,2025-11-05,6.35,True
17807,180,27,163,2025-07-09,6.05,True
17808,180,10,60,2023-10-18,2.6,True
17809,180,21,132,2026-03-11,7.9,True
17810,180,26,,2024-11-05,7.93,True
17811,180,18,110,2026-02-16,3.22,True
17812,180,7,43,2026-05-19,5.27,True
17813,180,2,8,2024-06-13,1.56,True
17814,180,6,38,2026-01-15,4.71,True
17815,180,24,146,2025-06-30,3.4,True
17816,180,18,107,2025-10-15,7.97,True
17817,180,15,,2025-04-21,2.75,False
17818,180,26,156,2023-12-29,5.81,True
17819,180,17,97,2025-10-29,1.48,True
17820,180,6,37,2025-01-10,1.68,True
17821,180,12,71,2024-04-29,1.22,True
17822,180,19,118,2024-04-01,7.22,True
17823,180,22,137,2023-12-18,5.17,True
17824,180,3,17,2025-04-28,6.63,False
17825,180,26,159,2024-04-08,4.01,True
17826,180,4,21,2024-10-04,2.45,True
17827,180,11,62,2026-02-11,5.7,True
17828,180,17,100,2025-09-03,2.09,True
17829,180,11,63,2023-09-19,7.99,True
17830,180,20,121,2024-07-22,1.42,True
17831,180,10,57,2025-08-04,0.78,True
17832,180,5,32,2026-06-23,6.45,True
17833,180,20,124,2024-05-30,0.83,True
17834,180,14,84,2023-09-08,2.33,True
17835,180,28,168,2025-12-15,1.92,True
17836,180,9,52,2023-07-26,3.59,False
17837,180,18,109,2025-10-08,3.32,True
17838,180,4,21,2025-03-19,2.92,True
17839,180,7,44,2024-12-26,0.57,False
17840,180,10,60,2025-10-16,5.6,True
17841,180,9,54,2024-02-22,1.59,True
17842,180,27,,2024-06-25,2.89,True
17843,180,10,57,2024-10-09,7.52,False
17844,180,27,162,2026-05-25,3.31,False
17845,180,26,159,2024-08-20,2.13,True
17846,180,21,127,2024-03-13,0.57,True
17847,180,25,154,2023-11-17,7.92,True
17848,180,28,169,2025-02-14,6.3,False
17849,180,27,,2024-09-02,0.9,True
17850,180,22,135,2025-05-15,3.28,True
17851,180,12,70,2024-03-29,5.45,True
17852,180,14,84,2026-05-19,5.36,True
17853,180,28,167,2026-02-26,6.94,True
17854,180,17,101,2025-02-05,6.64,True
17855,180,21,131,2024-12-27,7.65,True
17856,180,9,51,2024-05-10,2.83,True
17857,180,18,109,2026-04-30,2.43,False
17858,180,1,6,2024-11-08,3.16,True
17859,180,21,128,2025-07-02,1.11,True
17860,180,12,71,2024-07-10,7.42,True
17861,180,29,174,2024-02-29,4.2,True
17862,180,13,79,2024-05-09,3.66,True
17863,180,11,64,2024-10-18,4.92,False
17864,180,4,26,2023-10-05,2.69,True
17865,180,11,69,2025-07-04,2.94,False
17866,180,23,138,2026-06-25,0.81,False
17867,180,19,115,2025-12-08,5.52,True
17868,180,10,57,2026-03-31,2.65,True
17869,180,27,161,2024-07-05,0.83,True
17870,180,2,15,2026-01-09,4.56,False
17871,180,11,62,2024-06-21,3.7,True
17872,180,2,10,2024-03-20,4.56,False
17873,181,16,91,2025-10-09,5.84,True
17874,181,19,115,2024-01-04,2.32,True
17875,181,2,14,2025-01-21,3.11,True
17876,181,17,99,2025-11-24,3.61,True
17877,181,21,127,2026-04-02,7.03,True
17878,181,13,76,2026-05-12,7.74,True
17879,181,20,125,2025-09-08,5.94,True
17880,181,2,14,2026-05-07,4.55,False
17881,181,7,43,2025-07-23,6.49,True
17882,181,18,110,2024-01-12,2.84,True
17883,181,28,171,2025-11-06,3.66,False
17884,181,3,20,2025-09-15,5.96,True
17885,181,28,166,2023-11-01,7.43,True
17886,181,27,161,2026-06-17,2.01,False
17887,181,4,24,2024-11-29,6.0,True
17888,181,21,133,2025-01-16,2.02,False
17889,181,9,51,2026-01-01,3.87,True
17890,181,11,67,2024-07-15,6.52,True
17891,181,1,3,2024-04-24,1.49,True
17892,181,30,176,2024-06-26,5.63,True
17893,181,9,54,2024-02-22,0.55,True
17894,181,30,175,2024-08-06,2.46,True
17895,181,9,51,2026-04-17,1.13,True
17896,181,23,,2025-08-22,2.61,False
17897,181,21,128,2026-05-15,7.29,True
17898,181,8,49,2025-02-26,4.28,False
17899,181,22,135,2025-05-30,1.42,True
17900,181,24,147,2024-01-23,2.9,True
17901,181,4,21,2026-03-31,0.66,True
17902,181,18,109,2024-01-05,1.72,True
17903,181,12,70,2024-03-13,1.29,False
17904,181,19,111,2025-08-05,6.21,True
17905,181,16,,2024-06-11,4.63,True
17906,181,4,23,2024-09-26,2.28,False
17907,181,7,44,2024-04-10,6.34,False
17908,181,29,174,2026-02-02,1.69,False
17909,181,2,14,2024-11-04,2.07,False
17910,181,26,158,2023-10-24,3.02,False
17911,181,1,4,2026-06-23,4.71,True
17912,181,3,16,2024-07-25,4.25,True
17913,181,29,172,2024-03-29,0.73,True
17914,181,17,99,2025-03-06,5.78,True
17915,181,30,176,2023-11-08,3.28,True
17916,181,30,179,2026-06-16,5.74,False
17917,181,2,8,2024-08-29,4.84,True
17918,181,29,174,2025-07-24,7.18,False
17919,181,8,47,2024-12-13,3.03,True
17920,181,15,90,2024-07-01,4.06,False
17921,181,7,42,2026-04-30,2.77,True
17922,181,18,103,2025-07-17,0.72,True
17923,181,14,81,2026-01-20,6.57,True
17924,181,24,147,2025-10-09,6.83,False
17925,181,25,151,2025-10-22,5.17,True
17926,181,26,159,2024-01-08,3.42,True
17927,181,28,168,2024-10-10,0.91,True
17928,181,6,40,2026-05-12,5.75,True
17929,181,6,37,2025-01-27,7.08,True
17930,181,8,46,2025-04-18,4.09,False
17931,181,23,141,2025-06-10,1.89,True
17932,181,9,53,2026-06-19,7.97,True
17933,181,28,,2025-11-10,3.64,True
17934,181,13,79,2025-10-06,5.25,True
17935,181,29,174,2024-01-29,4.26,False
17936,181,21,,2024-05-13,4.37,True
17937,181,16,96,2025-11-25,2.49,True
17938,181,16,92,2024-11-08,5.05,True
17939,181,14,82,2024-03-28,5.16,True
17940,181,22,136,2025-05-01,3.58,True
17941,181,13,74,2024-04-08,0.97,False
17942,181,2,12,2024-08-08,3.12,True
17943,181,3,16,2025-11-17,7.13,False
17944,181,22,137,2026-01-23,4.54,True
17945,181,7,43,2024-02-14,1.72,True
17946,181,3,18,2025-05-28,2.37,False
17947,181,19,,2025-08-12,4.55,True
17948,181,17,101,2023-11-14,3.12,False
17949,181,24,144,2025-09-08,3.73,True
17950,181,18,104,2026-06-05,0.86,False
17951,181,21,129,2024-03-22,4.61,True
17952,181,11,68,2025-03-28,4.87,True
17953,181,27,160,2025-07-25,5.67,True
17954,181,27,,2025-10-10,7.99,True
17955,181,14,85,2023-10-10,5.71,True
17956,181,3,18,2024-03-12,2.99,True
17957,181,30,177,2024-07-19,1.74,False
17958,181,24,145,2024-10-18,3.51,False
17959,181,25,155,2026-01-07,5.47,True
17960,181,3,,2024-08-19,0.67,True
17961,181,29,,2025-12-03,4.94,False
17962,181,8,45,2024-07-25,7.39,True
17963,181,30,177,2024-04-22,7.31,True
17964,181,22,135,2025-07-01,4.01,False
17965,181,17,98,2026-02-03,3.03,False
17966,181,13,77,2023-11-29,6.42,False
17967,181,29,173,2026-03-25,5.64,True
17968,181,23,138,2024-07-22,5.57,False
17969,181,16,93,2023-11-14,4.41,True
17970,181,22,,2024-01-04,5.61,True
17971,181,25,151,2025-06-24,7.47,True
17972,181,26,157,2025-09-03,1.39,False
17973,181,11,66,2024-02-21,0.68,True
17974,181,3,16,2026-06-29,3.68,False
17975,181,18,109,2024-03-25,0.8,True
17976,181,29,173,2024-10-28,6.27,True
17977,181,23,141,2024-01-10,1.4,True
17978,181,27,163,2025-06-23,2.63,False
17979,182,26,156,2025-01-16,3.32,True
17980,182,13,79,2024-02-15,1.44,True
17981,182,9,54,2023-07-11,2.47,True
17982,182,23,139,2024-07-17,1.04,False
17983,182,4,25,2024-07-26,1.78,True
17984,182,1,2,2025-04-21,1.48,True
